NF;Data emissão NF;Qtde. Volumes;CIA;CTRC;Data emissão CTE;Cód. Destinatário;Destinatário;Cidade Destino;UF;Agente Transporte;Tipo Agente;Data de inicio de transporte;Previsão;Data da entrega;Status;Ocorrência Entrega;Nome Recebedor;Status 2;Motivo;Status Parceiro
140527;45709;1;LOU01;11924;45712;715287;MILLS ESTRUTURA E SERV DE ENGENHARIA S/A;ANANINDEUA;PA;CARVALIMA TRANSP. LTDA;Transportadora;45712;45726;45723;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140528;45709;1;LOU01;11920;45712;44840619;MILLS LOCACAO SERVICOS E LOGISTICA S.A;CACHOEIRINHA;RS;ALFA TRANSPORTES EIRELLI;Transportadora;45712;45719;45716;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140529;45709;1;LOU01;11900;45712;136404;TRADIMAQ LTDA;CONTAGEM;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45712;45726;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140530;45709;2;LOU01;11915;45712;45832759;MASTER RENTAL LTDA;SAO JOSE;SC;ALFA TRANSPORTES EIRELLI;Transportadora;45712;45715;45716;Entregue Fora do Prazo;Atraso no processo de transbordo no distribuidor. ;;Entrega Finalizada;Atraso Transferência;Entregue Fora do Prazo
140531;45709;1;LOU01;11899;45712;694455;SUPORTE EQUIPAMENTOS LTDA;NOVA LIMA;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45712;45726;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140532;45709;1;LOU01;11901;45712;45032765;AKKO LOCACAO DE EQUIPAMENTOS LTDA;SERRA;ES;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;45712;45716;45716;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140533;45709;1;LOU01;11864;45712;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45712;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140534;45709;1;LOU01;11861;45712;695278;HTJ COMERCIO DE PECAS LTDA;SANTANA DE PARNAIBA;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45712;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140535;45709;1;LOU01;11864;45712;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45712;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140536;45709;1;LOU01;11896;45712;9000000093;FADRE TERRAPLENAGEM LTDA;CURITIBA;PR;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45712;45726;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140537;45709;1;LOU01;11864;45712;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45712;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140538;45709;1;LOU01;11866;45712;1087453;TRIMAK ENGENHARIA E COMERCIO LTDA;CAIEIRAS;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45713;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140539;45709;1;LOU01;11931;45712;694268;TRADIMAQ LTDA;TAUBATE;SP;XD DDA;Agregado;45712;45714;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140540;45709;1;LOU01;11865;45712;694156;OTTO LOCADORA DE MAQUINAS E EQUIPAMENTOS;OSASCO;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45712;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140541;45709;1;LOU01;11934;45712;662531;MILLS ESTRUTURAS SERV DE ENGENH SA;CONTAGEM;MG;XD BETIM;Agregado;45712;45715;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140542;45709;1;LOU01;11864;45712;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45712;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140543;45709;2;LOU01;11927;45712;44829152;CORSI - RENTAL LTDA;SANTO ANDRE;SP;XD DDA;Agregado;45712;45713;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140544;45709;1;LOU01;11912;45712;1500001045;D. E. RIBEIRO MAQUINAS - ME;HORTOLANDIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;45712;45715;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140545;45709;1;LOU01;11860;45712;694871;ESTAF EQUIPAMENTOS S/A;SANTANA DE PARNAIBA;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45713;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140547;45709;1;LOU01;11928;45712;6500057655;JAAL COMERCIO E SERVICOS LTDA;SAO JOSE DOS CAMPOS;SP;XD DDA;Agregado;45712;45714;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140548;45709;1;LOU01;11898;45712;44812166;RTR REPRESENTACAO E DISTRIBUICAO LTDA ME;APARECIDA DE GOIANIA;GO;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45712;45726;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140549;45709;2;LOU01;11906;45712;712176;ESTAF EQUIPAMENTOS SA;FORTALEZA;CE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;45712;45723;45722;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140550;45709;1;LOU01;11908;45712;732851;MILLS ESTRUTURAS E SERVICOS DE ENGENHARI;CAMACARI;BA;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;45712;45721;45721;Entregue No Prazo;03/03 - Local fechado, nova previsão 05/03.;;Entrega Finalizada;Cliente;Entregue No Prazo
140551;45709;1;LOU01;11864;45712;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45712;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140552;45709;1;LOU01;11929;45712;243781;LOCAR TRANSPORTES TECNICOS E GUINDASTES;GUARULHOS;SP;XD DDA;Agregado;45712;45713;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140554;45709;1;LOU01;11864;45712;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45712;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140555;45709;1;LOU01;11930;45712;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;XD DDA;Agregado;45712;45713;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140556;45709;2;LOU01;11905;45712;719682;ESTAF EQUIPAMENTOS S/A;OLINDA;PE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;45712;45722;45723;Entregue No Prazo;Morosidade na liberação do processo de selagem fiscal. ;;Entrega Finalizada;Retenção Fiscal;Entregue No Prazo
140557;45712;1;LOU01;11863;45712;690120;MILLS ESTRUTURAS E SERVICOS DE ENGENHARI;COTIA;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45712;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140558;45712;1;LOU01;11864;45712;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45712;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140559;45712;1;LOU01;11906;45712;712176;ESTAF EQUIPAMENTOS SA;FORTALEZA;CE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;45712;45723;45722;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140560;45712;1;LOU01;11864;45712;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45712;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140561;45712;1;LOU01;11907;45712;9000000084;MILLS ESTRUTURAS E SERVICOS DE ENGENHAR;CABO DE SANTO AGOSTINHO;PE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;45712;45728;45726;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140562;45712;1;LOU01;11862;45712;45017601;MANUTENTEC PECAS E SERVICOS LTDA;SANTANA DE PARNAIBA;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45712;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140563;45712;1;LOU01;11864;45712;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45712;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140564;45712;6;LOU01;11864;45712;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45712;45712;45712;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140566;45712;1;LOU01;11904;45712;668009;TRIMAK ENGENHARIA E COMERCIO LTDA;RIO DE JANEIRO;RJ;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;45712;45715;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140567;45712;1;LOU01;11896;45712;9000000093;FADRE TERRAPLENAGEM LTDA;CURITIBA;PR;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45712;45726;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140568;45712;1;LOU01;11928;45712;6500057655;JAAL COMERCIO E SERVICOS LTDA;SAO JOSE DOS CAMPOS;SP;XD DDA;Agregado;45712;45714;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140569;45712;1;LOU01;11929;45712;243781;LOCAR TRANSPORTES TECNICOS E GUINDASTES;GUARULHOS;SP;XD DDA;Agregado;45712;45713;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140570;45712;1;LOU01;11933;45712;720422;MILLS ESTRUTURAS E SERVICOS DE ENGENHARI;POUSO ALEGRE;MG;XD BETIM;Agregado;45712;45719;45715;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140572;45712;1;LOU01;11932;45712;1500001141;W RENT ABC LOCACAO DE MAQ LTDA - ME;SANTO ANDRE;SP;XD DDA;Agregado;45712;45715;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140573;45712;1;LOU01;11925;45712;9000000158;MILLS ESTRUTURAS E SERVICOS DE ENGENHARI;PARAUAPEBAS;PA;CARVALIMA TRANSP. LTDA;Transportadora;45712;45728;45721;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140574;45712;1;LOU01;11900;45712;136404;TRADIMAQ LTDA;CONTAGEM;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45712;45726;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140575;45712;1;LOU01;11935;45712;725881;ORGUEL INDUST. E LOCACAO DE EQUIPAMENTOS;VESPASIANO;MG;XD BETIM;Agregado;45712;45715;45715;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140578;45712;1;LOU01;11917;45712;44824955;MILLS ESTRUTURA;CRAVINHOS;SP;ALFA TRANSPORTES EIRELLI;Transportadora;45712;45715;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140579;45712;1;LOU01;11935;45712;725881;ORGUEL INDUST. E LOCACAO DE EQUIPAMENTOS;VESPASIANO;MG;XD BETIM;Agregado;45712;45715;45715;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140580;45712;1;LOU01;11918;45712;44830253;MILLS ESTRUTURA;BAURU;SP;ALFA TRANSPORTES EIRELLI;Transportadora;45712;45715;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140581;45712;1;LOU01;11908;45712;732851;MILLS ESTRUTURAS E SERVICOS DE ENGENHARI;CAMACARI;BA;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;45712;45721;45721;Entregue No Prazo;03/03 - Local fechado, nova previsão 05/03.;;Entrega Finalizada;Cliente;Entregue No Prazo
140582;45712;1;LOU01;11903;45712;44789987;TRADIMAQ LTDA;CARIACICA;ES;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;45712;45716;45716;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140583;45712;1;LOU01;11919;45712;690065;MILLS ESTRUTURAS E SERVICOS DE ENGENHARI;PAULINIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;45712;45715;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140584;45712;1;LOU01;11910;45712;1500001279;ANDAIMES MARILIA EQUIPAMENTOS PARA CONST;MARILIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;45712;45715;45715;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140585;45712;1;LOU01;11892;45712;44891388;CESAR NIEHUES E CIA LTDA;JOINVILLE;SC;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45712;45726;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140588;45712;1;LOU01;11916;45712;3248849;M.D. COM MAQ E LOC EQUIP PARA CONST.;RIO CLARO;SP;ALFA TRANSPORTES EIRELLI;Transportadora;45712;45715;45717;Entregue Fora do Prazo;Atraso no embarque para a filial da transportadora, e saída para entrega.;;Entrega Finalizada;Atraso Operacional;Entregue Fora do Prazo
140589;45712;1;LOU01;11891;45712;44936799;ASL EQUIPAMENTOS RENTAL LTDA;SAO JOSE DOS PINHAIS;PR;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45712;45726;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140590;45712;1;LOU01;11913;45712;695189;HILLCO EQUIPAMENTOS LTDA;ATIBAIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;45712;45715;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140592;45712;1;LOU01;11893;45712;712176;ESTAF EQUIPAMENTOS SA;FORTALEZA;CE;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45712;45726;45715;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140593;45712;1;LOU01;11921;45712;44828844;ORGUEL IND LOC EQUIP S A;RIBEIRAO PRETO;SP;ALFA TRANSPORTES EIRELLI;Transportadora;45712;45715;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140594;45712;1;LOU01;11922;45712;695748;PTA COM E LOC DE EQUIP LTDA;ARUJA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;45712;45715;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140596;45712;1;LOU01;11897;45712;44822314;LOCALL LOCACAO DE MAQUINAS;SAO JOSE;SC;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45712;45726;45713;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140597;45712;1;LOU01;11894;45712;1500000978;ESTAF EQUIPAMENTOS SA 1899700;LAURO DE FREITAS;BA;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45712;45721;45716;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140610;45713;1;LOU01;12076;45713;1500000958;TRIMAK ENGENHARIA E COMERCIO LTDA;SERRA;ES;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45713;45726;45726;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140613;45713;1;LOU01;12129;45714;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45714;45714;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140614;45713;1;LOU01;12074;45713;608626;RENTALSUL LOCACOES LTDA;CACHOEIRINHA;RS;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45713;45734;45731;Entregue No Prazo;11/03 - Endereço incorreto. ;;Entrega Finalizada;Cliente;Entregue No Prazo
140615;45713;1;LOU01;12073;45713;1500000978;ESTAF EQUIPAMENTOS SA 1899700;LAURO DE FREITAS;BA;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45713;45726;45726;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140618;45713;1;LOU01;12129;45714;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45714;45714;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140619;45713;1;LOU01;12129;45714;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45714;45714;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140620;45713;1;LOU01;12129;45714;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45714;45714;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140621;45713;1;LOU01;12129;45714;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45714;45714;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140622;45713;1;LOU01;12129;45714;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45714;45714;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140623;45713;1;LOU01;12129;45714;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45714;45714;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140624;45713;1;LOU01;12130;45714;1333304;URBE LOCACAO IND E COM DE EQUIPAMENTOS;OSASCO;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45714;45714;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140626;45713;1;LOU01;12129;45714;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45714;45714;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140627;45713;1;LOU01;12038;45713;9000000165;MILLS ESTRUTURAS E SERVICOS DE ENGENHARI;SAO LUIS;MA;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;45713;45723;45726;Entregue No Prazo;Morosidade na liberação do processo de selagem fiscal. ;;Entrega Finalizada;Retenção Fiscal;Entregue No Prazo
140637;45713;1;LOU01;12038;45713;9000000165;MILLS ESTRUTURAS E SERVICOS DE ENGENHARI;SAO LUIS;MA;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;45713;45723;45726;Entregue No Prazo;Morosidade na liberação do processo de selagem fiscal. ;;Entrega Finalizada;Retenção Fiscal;Entregue No Prazo
140638;45713;1;LOU01;12072;45713;738980;AURABRASIL TRANSP MAQ E EQUIP LTDA;CONTAGEM;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45713;45726;45722;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140639;45713;1;LOU01;12072;45713;738980;AURABRASIL TRANSP MAQ E EQUIP LTDA;CONTAGEM;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45713;45726;45722;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140640;45713;1;LOU01;12036;45713;730005;A GERADORA ALUGUEL;RECIFE;PE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;45713;45723;45723;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140641;45713;1;LOU01;12129;45714;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45714;45714;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140642;45713;1;LOU01;12076;45713;1500000958;TRIMAK ENGENHARIA E COMERCIO LTDA;SERRA;ES;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45713;45726;45726;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140645;45713;1;LOU01;12037;45713;44826355;MILLS ESTRUTURA;MACAIBA;RN;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;45713;45723;45722;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140648;45713;1;LOU01;12129;45714;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45714;45714;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140650;45713;1;LOU01;12277;45715;44828007;MILLS ESTRUTURA;SINOP;MT;CARVALIMA TRANSP. LTDA;Transportadora;45713;45726;45721;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140653;45713;2;LOU01;12039;45713;44834578;PALACIO LOCACAO DE MAQUINAS;JABOATAO DOS GUARARAPES;PE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;45713;45729;45723;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140655;45713;1;LOU01;12075;45713;136404;TRADIMAQ LTDA;CONTAGEM;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;45713;45726;45722;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140656;45713;1;LOU01;12130;45714;1333304;URBE LOCACAO IND E COM DE EQUIPAMENTOS;OSASCO;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;45714;45714;45714;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140666;45714;1;LOU01;12155;45714;216783;PAREX SERVICE LTDA;NOVA LIMA;MG;XD BETIM;Agregado;45714;45719;45716;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140667;45714;1;LOU01;12150;45714;45832759;MASTER RENTAL LTDA;SAO JOSE;SC;ALFA TRANSPORTES EIRELLI;Transportadora;45714;45722;45722;Entregue No Prazo;Reprogramação da data prevista devido a feriado local. ;;Entrega Finalizada;-;Entregue No Prazo
140670;45714;1;LOU01;12136;45714;742956;L.AMORIM LOCACAO DE EQUIPAMENTOS LTDA;SIMOES FILHO;BA;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;45714;45722;45723;Entregue No Prazo;Morosidade na liberação do processo de selagem fiscal. ;;Entrega Finalizada;Retenção Fiscal;Entregue No Prazo
140671;45714;1;LOU01;12141;45714;243781;LOCAR TRANSPORTES TECNICOS E GUINDASTES;GUARULHOS;SP;XD DDA;Agregado;45714;45715;45715;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140672;45714;1;LOU01;12141;45714;243781;LOCAR TRANSPORTES TECNICOS E GUINDASTES;GUARULHOS;SP;XD DDA;Agregado;45714;45715;45715;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140673;45714;1;LOU01;12141;45714;243781;LOCAR TRANSPORTES TECNICOS E GUINDASTES;GUARULHOS;SP;XD DDA;Agregado;45714;45715;45715;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140674;45714;1;LOU01;12142;45714;4423861;ORGUEL LOCACAO DE EQUIPAMENTOS SA;GUARULHOS;SP;XD DDA;Agregado;45714;45715;45715;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140676;45714;1;LOU01;12143;45714;690888;MILLS ESTRUTURAS E SERV. DE ENG. S/A;UBERLANDIA;MG;XD BETIM;Agregado;45714;45723;45721;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140678;45714;1;LOU01;12154;45714;44786479;VPOL EQUIPAMENTOS HIDRAULICOS;VARGEM GRANDE PAULISTA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;45714;45716;45716;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140679;45714;1;LOU01;12153;45714;695280;RENEO PANCA EPP;VARGEM GRANDE PAULISTA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;45714;45719;45715;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140680;45714;1;LOU01;12149;45714;727041;LOCGUEL LOC DE EQUIP PARA CONSTRUCAO SA;CAMPINAS;SP;ALFA TRANSPORTES EIRELLI;Transportadora;45714;45719;45715;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140681;45714;1;LOU01;12152;45714;44828844;ORGUEL IND LOC EQUIP S A;RIBEIRAO PRETO;SP;ALFA TRANSPORTES EIRELLI;Transportadora;45714;45719;45715;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
140683;45714;1;LOU01;12146;45714;1500001045;D. E. RIBEIRO MAQUINAS - ME;HORTOLANDIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;45714;45719;45715;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
